---,Holding,Windup,Release,Recovery,Combo,Riposte,Feint,Thwack,HitSuccess,Blocked,WorldHit,Damage,StaminaCost,PlayRate,DrawStrength,WorldHitStartPercentage,WorldHitStopPercentage,TurnLimitStrength,VerticalTurnLimitStrength,ReverseTurnLimitStrength,ThwackOnHit,HitSuccessOnHit,Direction,AltDirection,Cooldown,WeaponTipCheckReverse,WeaponTipCheckReverseAlt,WeaponTipCheckDisable,ComboFromBlocked
Weapon_HeavyCrossbow.StabHeavy,"0.350000","0.750000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","1","1.000000"
Weapon_HeavyCrossbow.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCrossbow.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCrossbow.Special,"0.350000","-1.000000","-1.000000","0.800000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCrossbow.Throw,"0.100000","0.600000","0.400000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCrossbow.SprintAttack,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","20.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCrossbow.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyCrossbow.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","20.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingKnife,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_ThrowingKnife.Throw,"0.400000","0.400000","0.350000","0.300000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingKnife.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_ThrowingAxe.Slash,"0.350000","0.150000","0.400000","0.800000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.SlashHeavy,"0.350000","0.400000","0.400000","0.950000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.Overhead,"0.350000","0.150000","0.400000","0.800000","0.250000","-1.000000","-1.000000","0.800000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.OverheadHeavy,"0.350000","0.400000","0.400000","0.950000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.Stab,"0.350000","0.175000","0.300000","0.800000","0.250000","-1.000000","-1.000000","0.800000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.StabHeavy,"0.350000","0.425000","0.350000","0.950000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.Special,"0.350000","0.850000","0.500000","1.000000","0.200000","0.950000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.Throw,"0.400000","0.300000","0.500000","0.300000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","15.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingAxe.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_ThrowingMallet.Slash,"0.350000","0.200000","0.400000","0.800000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.SlashHeavy,"0.350000","0.450000","0.400000","0.950000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.Overhead,"0.350000","0.200000","0.400000","0.800000","0.250000","-1.000000","-1.000000","0.800000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.OverheadHeavy,"0.350000","0.450000","0.400000","0.950000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.Stab,"0.350000","0.200000","0.300000","0.800000","0.250000","-1.000000","-1.000000","0.800000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.StabHeavy,"0.350000","0.450000","0.350000","0.950000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.Special,"0.350000","0.850000","0.500000","0.850000","0.200000","0.950000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.Throw,"0.400000","0.300000","0.375000","0.300000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","15.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ThrowingMallet.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Carryable_Bandage,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Carryable_Bandage.Use,"0.000000","0.000000","3.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_Knife.Slash,"0.350000","0.100000","0.400000","0.750000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.SlashHeavy,"0.350000","0.350000","0.400000","0.850000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.Overhead,"0.350000","0.100000","0.400000","0.750000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.OverheadHeavy,"0.350000","0.350000","0.400000","0.850000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.Stab,"0.350000","0.175000","0.300000","0.750000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.StabHeavy,"0.350000","0.425000","0.350000","0.850000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.Special,"0.350000","0.700000","0.350000","0.850000","0.200000","0.800000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.Throw,"0.400000","0.450000","0.400000","0.550000","0.150000","0.700000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","15.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.SprintAttack,"-1.000000","-1.000000","0.300000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Knife.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_Dagger.Slash,"0.350000","0.100000","0.400000","0.750000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.SlashHeavy,"0.350000","0.350000","0.400000","0.850000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.Overhead,"0.350000","0.100000","0.400000","0.750000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.OverheadHeavy,"0.350000","0.350000","0.400000","0.850000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.Stab,"0.350000","0.165000","0.300000","0.750000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.StabHeavy,"0.350000","0.415000","0.350000","0.850000","0.250000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.Special,"0.350000","1.100000","0.350000","0.850000","0.200000","1.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","100.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.Throw,"0.400000","0.450000","0.400000","0.550000","0.150000","0.700000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","15.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.SprintAttack,"-1.000000","-1.000000","0.300000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","80.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.Slash,"0.350000","0.050000","0.400000","0.750000","0.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","20.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.SlashHeavy,"0.350000","0.300000","0.400000","0.850000","0.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","25.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.Overhead,"0.350000","0.050000","0.400000","0.750000","0.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","25.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.OverheadHeavy,"0.350000","0.300000","0.400000","0.850000","0.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","33.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.Stab,"0.350000","0.050000","0.300000","0.750000","0.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.StabHeavy,"0.350000","0.350000","0.350000","0.850000","0.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","33.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.FistSpecial,"0.350000","0.350000","0.350000","0.850000","0.200000","0.700000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","22.500000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Fists.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Dagger.SprintCharge_SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
BaseCarryable_2hLoot,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
BaseCarryable_2hLoot.Slash,"0.350000","0.250000","0.500000","0.850000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","20.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
